epoch,train_total_loss,train_seg_loss,train_cls_loss,val_total_loss,val_seg_loss,val_cls_loss,val_dice,val_iou,val_cls_acc,val_cls_f1,val_joint_score
1,3.9435141355746897,0.2915122874451135,1.8260009239809392,3.81113047461801,0.24583113741724566,1.7826496619503598,0.5814576669648518,0.5814576669648518,0.3558413719185423,0.11075373432863372,0.34610570064674273
2,3.8476499184918174,0.2367302155885453,1.8054598477449788,3.7497515862394377,0.24384384456970046,1.7529538653926706,0.5814576669648518,0.5814576669648518,0.37513397642015006,0.13473164797542175,0.3580946574701368
3,3.790223427950037,0.23974636784032993,1.775238531025106,3.6738780262896995,0.23639401127878748,1.7187420077390354,0.5814576669648518,0.5814576669648518,0.41693461950696675,0.17392926809834014,0.37769346753159594
4,3.7403771631118867,0.23447222493671444,1.7529524690383416,3.597300840727386,0.2312295730729834,1.6830356356159795,0.5814576669648518,0.5814576669648518,0.43193997856377275,0.1874340718074179,0.38444586938613484
5,3.677412282317483,0.23704087854272854,1.7201857031903636,3.5623329283723493,0.2396288633083032,1.6613520308450616,0.5751022222820404,0.574453683089141,0.4137191854233655,0.1814625564368256,0.37828238935943304
6,3.6462049191234027,0.23582629115720355,1.7051893099583486,4.013818997917707,0.2500579035246998,1.88188054349517,0.5661076201838668,0.563359692144504,0.27009646302250806,0.09067514782341352,0.3283913840036402
7,3.6282073370513426,0.23839230989027807,1.6949075148675474,3.4216093051088583,0.24942108241308156,1.5860941178162382,0.5408016820660465,0.5336515883384554,0.4190782422293676,0.16599277363163417,0.3533972278488403
8,3.273962642602215,0.2299567152462865,1.5220029626245284,2.975176791925011,0.2256047040232061,1.3747860467318938,0.5745853396010971,0.5740302665296383,0.5498392282958199,0.17619027806416218,0.3753878088326297
9,2.9762786944962776,0.21970481360574073,1.378286940598326,2.903451778178302,0.2214358877789904,1.3410079401597332,0.5798881649407189,0.5792389519544661,0.5702036441586281,0.1819729485301858,0.3809305567354524
10,2.9041782743209343,0.2151781051177112,1.3445000847393633,2.8239858538902585,0.22810911217710406,1.297938370627989,0.5777054748876614,0.5754243638069998,0.5862808145766345,0.19892796310813296,0.3883167189978972
