epoch,train_total_loss,train_seg_loss,train_cls_loss,val_total_loss,val_seg_loss,val_cls_loss,val_dice,val_iou,val_cls_acc,val_cls_f1,val_joint_score
1,3.9587633624252314,0.29560161529161455,1.8315808761115584,3.855534195261114,0.25910045494827555,1.798216875726387,0.5814576669648518,0.5814576669648518,0.3558413719185423,0.11075373432863372,0.34610570064674273
2,3.874130146807541,0.2467915945556301,1.8136692768593012,3.772878020267139,0.24155938547875208,1.765659317198546,0.5814576669648518,0.5814576669648518,0.3965702036441586,0.15607597852323174,0.36876682274404177
3,3.820512045447679,0.2411726428546536,1.7896697009278435,3.7382374111351346,0.23714902251958847,1.750544195645364,0.5814576669648518,0.5814576669648518,0.4008574490889603,0.176037154767398,0.3787474108661249
4,3.765875194872563,0.23795255801562923,1.763961316347548,3.9351419651240014,0.24330797002102783,1.8459169961759643,0.5814576669648518,0.5814576669648518,0.32261521972132906,0.13598718435599197,0.3587224256604219
5,3.7308462040898798,0.2315865562973852,1.7496298266632637,3.7054820050508392,0.23420332223656093,1.7356393419022473,0.5814576669648518,0.5814576669648518,0.40943193997856375,0.17492962020683772,0.37819364358584473
6,3.682598656354184,0.22562006025143547,1.728489299636519,3.7224203185892053,0.22669584411900143,1.7478622348873305,0.5814576669648518,0.5814576669648518,0.41479099678456594,0.17907905393747617,0.38026836045116397
7,3.655369075548227,0.22266492191282883,1.7163520781386534,3.7395643211765432,0.22379626177994003,1.7578840343898516,0.5814576669648518,0.5814576669648518,0.4255091103965702,0.1773029185906737,0.37938029277776275
8,3.620396926940531,0.2240167317160669,1.6981900974698219,3.6126476831630367,0.22309297104021744,1.6947773618330142,0.5814576669648518,0.5814576669648518,0.4555198285101822,0.16686042309371119,0.3741590450292815
9,3.517017213265016,0.21670253201520584,1.6501573407466856,3.2762258560711164,0.2181010928008973,1.5290623833639956,0.5814576669648518,0.5814576669648518,0.5305466237942122,0.19126196035951074,0.38635981366218125
10,3.293247089849365,0.21767960708666886,1.5377837426324281,3.0727424415872537,0.22234550083908558,1.4251984688757828,0.5814576669648518,0.5814576669648518,0.5509110396570204,0.1949418421195841,0.38819975454221795
