epoch,train_total_loss,train_seg_loss,train_cls_loss,val_total_loss,val_seg_loss,val_cls_loss,val_dice,val_iou,val_cls_acc,val_cls_f1,val_joint_score
1,1.7751500714289457,0.26000168005210156,1.5151483902721672,1.7246088736310266,0.22874209112293084,1.4958667838177369,0.5804874641143111,0.5804376580983165,0.3558413719185423,0.11075373432863372,0.34562059922147237
2,1.73690802316744,0.22617969402817795,1.5107283262151954,1.7205343164687243,0.22384347640465055,1.4966908403275991,0.5814576669648518,0.5814576669648518,0.3558413719185423,0.11075373432863372,0.34610570064674273
3,1.7159398068441327,0.21272555209241112,1.5032142558750317,1.6926164733124187,0.21337585481800067,1.479240627023057,0.5548749870117465,0.5519088343116069,0.3558413719185423,0.11075373432863372,0.3328143606701901
4,1.7088497715279136,0.20713221059101272,1.5017175596072956,1.6820045294357906,0.2043314007413349,1.4776731266980514,0.5458889177552776,0.5320629235865459,0.3558413719185423,0.11075373432863372,0.32832132604195563
5,1.69983350587513,0.19725736906194993,1.5025761344254804,1.6667449392562,0.19104526111295114,1.475699678239076,0.5539342174866477,0.5398022475603959,0.3558413719185423,0.11075373432863372,0.33234397590764075
6,1.6896089406131036,0.18896473835848962,1.5006442032528162,1.6882055450993463,0.2021408102136716,1.486064732521932,0.5576432789072939,0.5441182138167042,0.3558413719185423,0.11075373432863372,0.3341985066179638
7,1.6829681345802325,0.1820709301786322,1.5008972035684343,1.6652197779055449,0.18535944793896406,1.479860329295789,0.5568993075057167,0.5394838062389731,0.3558413719185423,0.11075373432863372,0.33382652091717524
8,1.676809978893971,0.176613394556971,1.5001965829754522,1.6547134319941204,0.17162691151357923,1.4830865182805035,0.5585752251283311,0.5406875197879474,0.3558413719185423,0.11075373432863372,0.33466447972848246
9,1.6664797930088842,0.16651357529487257,1.499966217262824,1.649507971566334,0.17427344107151926,1.4752345322796003,0.5537907274318098,0.5353030180151243,0.3558413719185423,0.11075373432863372,0.33227223088022173
10,1.6614425641462265,0.15989402988902285,1.5015485345912687,1.6375258407153246,0.161637100519858,1.4758887421279858,0.5574410489135262,0.5365850512739936,0.3558413719185423,0.11075373432863372,0.33409739162108
