epoch,train_total_loss,train_seg_loss,train_cls_loss,val_total_loss,val_seg_loss,val_cls_loss,val_dice,val_iou,val_cls_acc,val_cls_f1,val_joint_score
1,2.13882025168086,0.3036738985183836,1.8351463541127648,2.0712211901224182,0.25991141084992875,1.8113097771443227,0.5814576669648518,0.5814576669648518,0.39228295819935693,0.1525492115168274,0.3670034392408396
2,2.0578105296352667,0.24706430694473647,1.8107462272596342,2.019453388573911,0.2504927372442117,1.7689606540328309,0.5814576669648518,0.5814576669648518,0.3311897106109325,0.1422955528924895,0.36187660992867066
3,2.0217454183012213,0.23695387911396223,1.7847915397622236,2.0121826080391774,0.23241626756367575,1.7797663454585264,0.5814576669648518,0.5814576669648518,0.36977491961414793,0.16017947155514198,0.3708185692599969
4,1.970749213594162,0.23103174171402183,1.739717472404529,1.9361634139462682,0.23143874878604823,1.7047246629402186,0.5814576669648518,0.5814576669648518,0.39764201500535906,0.14970126089671607,0.36557946393078394
5,1.9373050363798916,0.23064246112377612,1.7066625760852885,1.8838222302807872,0.23025510657383058,1.6535671218542936,0.5814576669648518,0.5814576669648518,0.4362272240085745,0.1837337776557334,0.3825957223102926
6,1.917499954123802,0.22747041468174808,1.6900295410551485,1.882212256311987,0.2262071521846939,1.656005100421967,0.5636336657621074,0.5600146891462978,0.4105037513397642,0.1745723492820165,0.36910300752206193
7,1.8941310314077613,0.22246311145271305,1.6716679183446155,1.8509872833632197,0.2254852534761894,1.6255020327378955,0.552770987533412,0.5457662241838288,0.4405144694533762,0.18052345333357014,0.3666472204334911
8,1.883885333094268,0.22299902604526178,1.6608863043844722,1.8664674281051816,0.23026514297704603,1.6362022832275587,0.5804819797025924,0.5804343519690661,0.43944265809217575,0.14265793305985827,0.36156995638122535
9,1.8491268939910595,0.22982346765076786,1.6193034225125191,1.7834580957825672,0.24392526842342313,1.5395328237057244,0.567867209752371,0.5663557238579756,0.48231511254019294,0.16993805025354466,0.36890263000295787
10,1.705192058927121,0.22016762755611574,1.485024430147875,1.5708031138806482,0.21353536333972617,1.3572677514432967,0.5605176419137317,0.5547395119025105,0.564844587352626,0.18135538595569375,0.3709365139347127
