epoch,train_total_loss,train_seg_loss,train_cls_loss,val_total_loss,val_seg_loss,val_cls_loss,val_dice,val_iou,val_cls_acc,val_cls_f1,val_joint_score
1,2.0987502625687884,0.2690000545716618,1.829750208779717,2.0305675839304542,0.22938509005154828,1.8011824926251638,0.5814576669648518,0.5814576669648518,0.42015005359056806,0.16563550358697662,0.3735465852759142
2,2.0222190963067765,0.22503775692797423,1.7971813389129747,2.033678293483689,0.2421471794142856,1.7915311125441507,0.5590936173388682,0.5533163745399584,0.3558413719185423,0.11075373432863372,0.33492367583375093
3,2.0229276952763975,0.2140958370649525,1.8088318590352943,2.007377261900825,0.21270123703079846,1.7946760176590146,0.5413139324182737,0.5299597911803617,0.3558413719185423,0.11075373432863372,0.3260338333734537
4,2.0147046601614726,0.202317401246381,1.8123872585064942,1.973347813881223,0.19893508289899728,1.7744127290936273,0.5520212761001727,0.5390304761061686,0.3558413719185423,0.11075373432863372,0.3313875052144032
5,1.984104006747852,0.20238662101714344,1.7817173839765346,1.9540877873746785,0.1993781595719461,1.7547096301505036,0.5530217249055639,0.5431580820682518,0.40514469453376206,0.17984973818561484,0.3664357315455894
6,1.932120014531734,0.19333071070521932,1.7387893021042835,1.878602112476721,0.2104574511224945,1.668144667135813,0.5562016929621976,0.5395584043029359,0.4533762057877814,0.17603205397829064,0.36611687347024413
7,1.8690045405473399,0.1905655610179126,1.6784389818425944,1.8734364070054164,0.19353309082064982,1.6799033204331149,0.5571225308208662,0.5389806817123614,0.43086816720257237,0.13403240257179075,0.34557746669632844
8,1.8037784505887047,0.18221900932871474,1.621559437277829,1.72934077253679,0.1758199136899854,1.553520863462491,0.5588794212924078,0.541312387109121,0.5080385852090032,0.1828354938126556,0.3708574575525317
9,1.7542750306451436,0.177527950144306,1.5767470808615212,1.6602314495963681,0.17583928336284552,1.4843921727178437,0.5601236210523743,0.5418021492383639,0.5326902465166131,0.18274872778858972,0.37143617442048205
