epoch,train_total_loss,train_seg_loss,train_cls_loss,val_total_loss,val_seg_loss,val_cls_loss,val_dice,val_iou,val_cls_acc,val_cls_f1,val_joint_score
1,3.9458583479653346,0.273650959006332,1.8361036955522358,3.857624196546254,0.23463198057867962,1.8114961103355514,0.5814576669648518,0.5814576669648518,0.27009646302250806,0.09003206224165705,0.3357448646032544
2,3.8375199955248247,0.22879388698693812,1.8043630542223603,3.8219844592218104,0.2594781378393899,1.7812531546381125,0.5814600992145142,0.5814588886342916,0.35476956055734193,0.15214089590549945,0.3668004975600069
3,3.778801457036091,0.2215227472338667,1.7786393567637573,3.7023849921722247,0.2454657982415964,1.7284596009780868,0.5722303044240853,0.5717784477922376,0.3815648445873526,0.16463513890504114,0.3684327216645632
4,3.719578340420684,0.2123824892596885,1.7535979266079804,3.6385320809620882,0.2127201596368803,1.7129059582788972,0.542770569842441,0.5297823976787382,0.39013933547695606,0.1615728255195711,0.35217169768100604
5,3.6982198212137387,0.21147295351034726,1.7433734344729104,3.685438927091331,0.21945794765205628,1.7329904892564714,0.5419407965065034,0.5289625994322622,0.4008574490889603,0.17607798689396728,0.3590093917002353
6,3.6311633756391575,0.2120520693967708,1.7095556563247567,3.5668045426743844,0.21691853319078142,1.6749430080957608,0.5656985245072205,0.5634845007335466,0.39764201500535906,0.13886065758085145,0.35227959104403594
7,3.555293715311059,0.2047553871754622,1.6752691630935532,3.49398504320576,0.20611334038301424,1.6439358475123955,0.5471334676660603,0.5412050786310153,0.4137191854233655,0.17071383564261716,0.3589236516543387
8,3.385050301212803,0.20148922496606045,1.5917805362148088,3.222743843657155,0.2069264680211056,1.5079086960192534,0.5519049371149501,0.5411903456785787,0.48231511254019294,0.1410706344652301,0.3464877857900901
9,3.219863249600551,0.19834581211943975,1.5107587154697801,3.2707634222596917,0.21322884918105692,1.528767287411746,0.555365050781828,0.5466050275076454,0.48981779206859594,0.1646555534358553,0.36001030210884166
10,3.155137196571838,0.1901074301048171,1.4825148833313342,3.0619977031617815,0.1924090408595301,1.434794331542421,0.558127851693624,0.5436049628850149,0.5380493033226152,0.1742150880119157,0.3661714698527698
