epoch,train_total_loss,train_seg_loss,train_cls_loss,val_total_loss,val_seg_loss,val_cls_loss,val_dice,val_iou,val_cls_acc,val_cls_f1,val_joint_score
1,1.7981008044648656,0.2786902619360089,1.5194105403940352,1.727475785621365,0.25302120770097164,1.4744545805237046,0.5814576669648518,0.5814576669648518,0.3558413719185423,0.11075373432863372,0.34610570064674273
2,1.750394672059553,0.24938332340831457,1.5010113503601603,1.7166227089502677,0.2416821521849622,1.474940555399765,0.5814576669648518,0.5814576669648518,0.3558413719185423,0.11075373432863372,0.34610570064674273
3,1.7354222239235035,0.24045978018048406,1.4949624445575525,1.7274688335349195,0.251078719398983,1.4763901134012596,0.5814576669648518,0.5814576669648518,0.3161843515541265,0.12773935588344287,0.35459851142414733
4,1.7282690089615211,0.23729586925207186,1.4909731406065003,1.6954537746351759,0.23380831784757386,1.461645458288898,0.5814576669648518,0.5814576669648518,0.4008574490889603,0.1650536612400403,0.37325566410244604
5,1.7209923551865414,0.23692963306538203,1.4840627226415555,1.6782444442072355,0.22918859628076083,1.4490558446922996,0.5812056329888149,0.5811977391819287,0.4040728831725616,0.1685446980415262,0.3748751655151705
6,1.7076358887160323,0.23143938330453648,1.476196503801063,1.8146474946605686,0.29810014565945436,1.5165473501270863,0.5814576669648518,0.5814576669648518,0.2915326902465166,0.1072575783923027,0.3443576226785772
7,1.6997408064913435,0.23191097481079764,1.46782983090461,1.6780994059827423,0.23502259250303045,1.4430768098861841,0.5802078115861284,0.5801634295014417,0.3815648445873526,0.16582433755371953,0.37301607456992397
8,1.6977110751486966,0.23260721924178043,1.465103858409076,1.6851412300639341,0.2343034281975331,1.4508378030402866,0.5410223901266809,0.5367067364269548,0.4030010718113612,0.15756630408260477,0.3492943471046428
9,1.7029698807752827,0.22988681431038543,1.4730830660629546,1.671299862325,0.22614378159484425,1.445156077991089,0.5437085913240975,0.5398433786970779,0.38263665594855306,0.1687029107918963,0.3562057510579969
10,1.6906527506534268,0.22784898899130926,1.462803762399456,1.7041645200817275,0.22778277914464026,1.4763817417915484,0.5347872633670985,0.5281539129315906,0.3665594855305466,0.13909544283393352,0.336941353100516
