epoch,train_total_loss,train_seg_loss,train_cls_loss,val_total_loss,val_seg_loss,val_cls_loss,val_dice,val_iou,val_cls_acc,val_cls_f1,val_joint_score
1,2.1329054596510133,0.2871101805916979,1.8457952791897474,2.055300699041843,0.24928900089198752,1.806011699786907,0.5814576669648518,0.5814576669648518,0.27009646302250806,0.09003206224165705,0.3357448646032544
2,2.0552638669063383,0.24392557029172154,1.811338296231307,2.0423878685582233,0.25810644044945097,1.7842814260484832,0.5814576669648518,0.5814576669648518,0.3558413719185423,0.11075373432863372,0.34610570064674273
3,2.0445651343653313,0.2377926796786527,1.8067724551844486,2.0183403497084673,0.23333573875607402,1.7850046116950555,0.5814576669648518,0.5814576669648518,0.3558413719185423,0.11075373432863372,0.34610570064674273
4,2.0306902242669382,0.23272853192419782,1.7979616905885665,2.0090346469245413,0.23734176464354878,1.7716928798413865,0.5814576669648518,0.5814576669648518,0.3708467309753483,0.12873461938982617,0.35509614317733895
5,2.0162680695507516,0.2279979257673696,1.7882701477948237,1.9790941968735902,0.22644303453185807,1.7526511606807238,0.5511008842320424,0.5467306604689464,0.38263665594855306,0.15259514259792872,0.35184801341498556
6,2.0036237449380234,0.2248251890925349,1.778798556234122,1.9794727539581756,0.2327422155716156,1.7467305389375676,0.5543164729299356,0.5469814761069093,0.38263665594855306,0.1468839308683525,0.35060020189914404
7,1.9976558072859154,0.22276015890806797,1.7748956452441582,1.9855543846486083,0.23862437716219076,1.74693001172678,0.5611473327444938,0.5592853537396549,0.3858520900321543,0.1568466565327539,0.35899699463862383
8,1.9855202315491667,0.22324155708132748,1.7622786727110034,1.9502040517036299,0.22054090816427785,1.729663147292592,0.5520533502104791,0.5474178752140115,0.3858520900321543,0.15656084177807744,0.35430709599427823
9,1.9780943837494627,0.22335617355110604,1.7547382089060177,1.9490778637852315,0.23393612686396922,1.7151417387260117,0.5459327213951399,0.5326398701497583,0.4008574490889603,0.15642814578104455,0.35118043358809226
10,1.9403952666800888,0.22104317502182866,1.7193520900478274,1.8940050824278805,0.22122094951098883,1.6727841301618538,0.5590222564289664,0.5556706496230228,0.40943193997856375,0.158832063391855,0.3589271599104107
